4,뼈다귀해장국,한식,해장,숙취
4,아구찜,한식,생선,콩나물
4,짜장면,중식,4월14일,어머니는 싫어하셨어
4,떡볶이,분식,학교 앞,매콤달콤
4,순대,분식,내장,병천
4,타코야끼,일식,문어,오사카
4,돈까스,치즈,경양식,부먹
4,김밥,한식,자두,소풍
4,닭꼬치,술안주,포장마차,데리야끼
4,오뎅,분식,겨울,국물
4,치즈케익,디저트,케익,꾸덕꾸덕
4,자몽,에이드,핑크 주황,쌉살한 오렌지
4,한라봉,오렌지 형제,두꺼운 껍질 ,제주도
4,곶감,상주,가을,감
4,도넛,경찰관,글레이즈,덩킨
4,팝콘,영화관,카라멜,옥수수
4,나쵸,멕시코,딥핑소스,도리토스
4,크루아상,겹겹이 빵,오스트리아 ,초승달
4,마카롱,동그라미,프랑스 쿠키,바삭 쫄깃
4,타르트,디저트,파이접시,에그
4,푸아그라,비싼 요리,거위,간
4,라따뚜이,생쥐 요리사,프랑스 요리,애니매이션 영화
5,나이키,신발,JUST DO IT,승리의 여신
5,아디다스,져지,레알 마드리드,삼선
5,샤오미,저렴한 가격,대륙의 실수,보조 베터리
5,삼성,대한민국,반도체,갤럭시
5,에플,스티브 잡스,혁신,아이폰
5,소니,카메라,워크맨 ,일본
5,마이크로소프트,오피스,윈도우,빌게이츠
5,현대,국산차,소나타,자동차
5,벤츠,외제차,E 클레스,독일차
5,인텔,코어,반도체,8세대
5,배달의 민족,야식,치킨,배달
5,다이소,강남 매장,1000원,생필품
5,유니클로,옷,양털 후드,일본
5,엘지,V30,금성,백색가전
5,구글,혁신,검색엔진,안드로이드
5,코카콜라,백곰,햄버거,탄산음료
5,멕도날드,광대,상하이,햄버거
5,페이스북,근황,좋아요 ,SNS
5,구찌,비와이,뱀,명품
5,자라,패션,유행,멕시코
5,캐논,프린터,캠코더,카메라
5,포르쉐,남자들의 로망,독일,911
5,스타벅스,이름 불러주기,뉴욕커,비싼커피
5,메가스터디,공부,고3,인강
5,토스,이자,간편계좌,빠른 송금
5,카카오,스토리,뱅크,메센져
5,네이버,웹툰,이메일,검색순위
5,맘스터치,햄버거,치킨,싸이
5,홍콩반점,짬뽕,탕수육,백종원
