1,정오,점심,한낮,12시
1,영화관,팝콘,티켓,스크린
1,해수욕장,여름,파라솔,해운대
1,여름방학,학교,숙제,보충수업
1,호루라기,경찰,운동회,호각
1,포장마차,소주,천막,노점
1,마요네즈,계란 노른자,오징어,샐러드 소스
1,신혼여행,결혼,하와이,허니문
1,와이파이,휴대폰,무선,3G
1,올림픽,성화,4년,평창
1,나침반,항해,방향,자석
1,체중계,몸무게,다이어트,저울
1,운동장,학교,체육,잔디
1,모서리,가장자리,구석,귀퉁이
1,선거,대통령,국회의원,투표
1,이데올로기,사상,이념,사고방식
1,쓰레기,봉투,재활용,폐기물
1,인사,문안,경례,안부
1,에너지,동력,전기,발전소
1,당장,바로,즉시,냉큼
1,장소,위치,곳,자리
1,전망,장래,예상,경관
1,결론,맺음말,종결,마무리
1,진실,참,사실,진리
1,신문,정보,정기간행물,뉴스
1,동영상,유튜브,재생,영상물
1,화장지,티슈,위생,화장실
1,황사,마스크,중국,미세먼지
1,가습기,수증기,실내,습도
1,세종대왕,광화문,만원,훈민정음
1,이탈리아,마피아,파스타,로마
1,영수증,돈,계산서,증서
1,모나리자,눈썹,초상화,다빈치
1,정수기,렌탈,필터,냉수
1,월드컵,FIFA,4년,축구
1,부동산,토지,매매,전세
1,복권,추첨,상금,로또
1,문학,시,소설,문예
1,국어,우리말,영어,한국어
1,사투리,지방,억양,방언
1,십이지신,운세,동물,12띠
1,호떡,흑설탕,찹쌀,겨울
1,강아지,사료,목줄,반려동물
1,고양이,쥐,생선,집사
1,노트북,문서 작업,Lap Top,휴대용 컴퓨터
1,의자,등받이,다리,책상
1,책상,학생,서랍,의자
1,모자,야구,햇빛,머리
1,시계,바늘,손목,알람
1,뿌리,본바탕,밑동,근원
1,가능성,기회,비전,실현성
1,교실,선생님,칠판,학교
1,도서관,책,반납,사서
1,변호사,법정,의뢰,피고
1,보너스,연말,공헌도,성과금
1,보람,긍지,만족감,자부심
1,아나운서,표준어,뉴스,앵커
1,악몽,불길함,꿈,흉몽
1,전화번호,114,다이얼,연락처
1,청바지,스키니,데님,리바이스
1,카메라,렌즈,모델,사진
1,태권도,전통 무예,올림픽,검은띠
1,토끼,당근,달,거북이
1,토론,100분,찬반,토의
1,통일,남북,삼국,통합
1,할아버지,영감,손자,조부
1,간호사,주사기,병원,백의의 천사
1,메달,올림픽,우승,금
1,냉장고,부엌,얼음,저장실
1,다이어트,운동,식이요법,체중감량
1,대통령,5년,청와대,국가원수
1,마라톤,42.195,아테네,장거리 경주
1,막걸리,누룩,주모,탁주
1,산업혁명,영국,증기기관,대량생산
1,사물함,보관,열쇠,캐비넷
1,개미,여왕,페로몬,곤충
1,잠수함,초음파,잠망경,어뢰
1,가방,학생,책,명품
1,설거지,그릇,고무장갑,싱크대
1,홍수,비,수재민,범람
1,얼음,겨울,물,팥빙수
1,창문,비바람,유리,환기
1,별자리,운세,성좌,북두칠성
1,편지,안부,봉투,우체국
1,장독대,된장,뚜껑,옹기
1,소금,바다,짠맛,나트륨
1,마술사,카드,비둘기,미녀
1,해킹,어나니머스,보안,디도스
1,로봇,기계,안드로이드,인공지능
1,보석,사치품,광택,다이아몬드
1,바이러스,숙주,감염,병원체
1,화폐,교환,장사,지폐
1,미사일,로켓,핵,ICBM
1,중국,만리장성,판다,베이징
1,일본,후지산,벚꽃,사무라이
1,영국,여왕,빅밴,런던
1,남극,펭귄,세종기지,얼음
1,비밀번호,아이디,아이핀,암호
1,독일,맥주,메르켈,베를린
1,스페인,투우,무적함대,마드리드
1,멕시코,타코,선인장,데킬라
1,아이스크림,바닐라,디저트,배스킨라빈스
1,결혼,폐백,축의금,주례
1,경찰,치안,사이렌,파출소
1,담배,니코틴,타르,금연
1,설날,떡국,세배,까치
1,종교,기독교,불교,천주교
1,여행,휴가,배낭,관광
1,미국,트럼프,자유의 여신상,워싱턴
1,캐나다,아이스 하키,단풍,퀘백
1,노르웨이,바이킹,스칸디나비아 반도,오슬로
1,러시아,보드카,횡단열차,모스크바
1,그리스,지중해,신화,아테네
1,터키,케밥,오스만 제국,이스탄불
1,스위스,시계,은행,알프스
1,호주,캥거루,코알라,시드니
1,인도,간디,겐지스 강,뉴델리
1,태국,마사지,코끼리,방콕
1,베트남,쌀국수,월남,호치민
1,몽고,변발,원나라,칭기즈칸
1,지도,등고선,여행,축약
1,망원경,허블,천문대,렌즈
1,미생물,세균,현미경,바이러스
1,현미경,세포,돋보기,렌즈
1,백혈구,면역,골수,백혈병
1,적혈구,헤모글로빈,피,빈혈
1,자물쇠,비밀번호,금고,열쇠
1,화재,불,119,소방관
1,지문,손가락,인식,주민등록증
1,피아노,악보,클래식,건반
1,아르바이트,대학생,단기,최저시급
1,수험생,공무원,합격,수능
1,취직,스펙,면접,자소서
1,배달,중국집,오토바이,치킨
1,인쇄,흑백,A4,프린터
1,아스팔트,석유,타르,포장도로
1,라이터,부싯돌,가스,담배
1,오토바이,헬멧,배달부,이륜차
1,사냥,덫,엽총,수렵
1,햄버거,패티,감자튀김,맥도날드
1,비둘기,공원,전서구,평화의 상징
1,와이셔츠,정장,옷깃,넥타이
1,버섯,독,포자,표고
1,목욕탕,온탕,사우나,때밀이
1,대중교통,버스,환승,지하철
1,성경,기독교,경전,바이블
1,낚시,미끼,바늘,물고기
1,군인,하사관,장교,국방
1,샤워,욕실,온수,목욕
1,칫솔,전동,치약,양치질
1,국기,국가,깃발,태극기
1,김밥,소풍,충무,삼각
1,고등학생,교복,야간자율학습,수능
1,학용품,공책,문방구,필기도구
1,신발,구두,운동화,슬리퍼
1,선장,선원,후크,배
1,가뭄,기후제,흉년,물 부족
1,이쑤시개,치아,이물질,시식용 음식
1,연필,흑연,나무,필기구
1,구름,번개,비,수증기
1,지갑,신분증,카드,돈
1,농부,모내기,추수,농사
1,비행기,공항,이륙,라이트형제
1,노래방,탬버린,마이크,코인
1,헬기,프로펠러,공수부대,헬리콥터
1,여권,비자,신분증,입국심사
1,관객,연극,영화,관람
1,공원,비둘기,분수대,산책
1,화장품,립스틱,마스카라,메이크업
1,무덤,비석,벌초,묘지
1,거울,단장,화장실,반사
1,무기,칼,총,병기
1,세금,세무서,연말정산,조세
1,무릎,십자인대,관절염,니킥
1,테이프,접착,택배,투명
1,인공위성,로켓,도킹,나로호
1,농담,우스개,장난,유머
1,생선,구이,회,물고기
1,손바닥,손금,박수,손뼉
1,흔적,자국,자취,종적
1,밀가루,라면,반죽,맥분
1,나이,연세,춘추,연령
1,국회의원,야당,선거,국민대표
1,달력,날짜,양력,캘린더
1,다리,가교,현수교,교량
1,인터넷,WWW,통신망,컴퓨터
1,주머니,복,캥거루,자루
1,전기,발전소,이온,전자
1,오징어,문어,먹물,연체동물
1,무지개,굴절,수증기,일곱색
1,그늘,나무,휴식,음지
1,선풍기,여름,바람,회전
1,모내기,이모작,논밭,농부
1,악성코드,트로이 목마,랜섬웨어,V3
1,스톱워치,제한시간,경주,초시계
